"","Ho2017s013","Ho2017s040","Ho2017s047","Ho2017s024","Ho2017s033","Ho2017s026","Ho2017s039","Ho2017s031","Ho2017s034","Ho2017s044","Ho2017s022","Ho2017s045","Ho2017s027","Ho2017s005","Ho2017s030","Ho2017s023","Ho2017s028","Ho2017s042","Ho2017s006","Ho2017s043","Ho2017s029","Ho2017s007","Ho2017s032","Ho2017s001","Ho2017s037","Ho2017s041","Ho2017s025","Ho2017s036","Ho2017s002","Ho2017s038","Ho2017s008","taxonomy"
"b120446db5aae8d5cbb5424b1d1c24bd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales; D_4__Sphingomonadaceae; D_5__Sphingomonas"
"cb6510e0983daa8390b3d5befb620e21",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae NK4A214 group"
"8a6a589529d5e9048830ffd6fd818add",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,4,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae"
"158cfefe5832b5bd334add9599571be8",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Methylophilaceae"
"817dbf0343c5d779ca230e589ab19535",0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Caulobacter"
"5ebb9957b03462a2f340f23651137a66",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria"
"230e842ead4cf0455f8cbe7d46521111",0,0,0,0,6,17,2,0,0,0,0,0,0,13,0,4,0,1,20,0,0,49,1,0,8,0,0,2,0,2,42,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"acd4bc99628eb6ca7a9fec0ff2844b34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__SC-I-84"
"f75c3e41dedb49e93500b4971df0b834",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales; D_4__Alteromonadaceae; D_5__Rheinheimera"
"2c24e31c4a5f23867e7ce0125ef25396",7,13,19,0,0,0,4,0,4,32,0,21,0,0,0,0,0,23,0,8,0,0,0,3,6,11,0,0,6,7,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Verrucomicrobiaceae; D_5__Roseimicrobium; D_6__uncultured Verrucomicrobia bacterium"
"8de2f02bb894452d096562cbe88a6ba1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Synechococcales; D_4__Cyanobiaceae; D_5__Cyanobium PCC-6307"
"7b9af4c5b96877e40b41f2c990a7bf21",0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,2,0,0,0,1,2,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Hyphomonadaceae; D_5__SWB02"
"087422543296668185908bf03de4d7aa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Achromobacter"
"44f2fc58e1a0c16f4b98b9b431878593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__Gemmatimonadales; D_4__Gemmatimonadaceae; D_5__Gemmatimonas"
"40155d7b2a575b5daa1d7de2c53ba1be",0,2,5,0,28,0,0,28,0,3,0,18,0,0,19,0,16,0,0,2,10,0,37,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes vadinHA17"
"7c7054d044fdd570b0782a1dfe5a7182",0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Coriobacteriia; D_3__OPB41"
"fd019775132bee4904dc1864af77bd3f",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1; D_3__Candidatus Uhrbacteria; D_4__metagenome; D_5__metagenome; D_6__metagenome"
"83e3164a78425578981ad261cc0dcdac",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Hyphomicrobiaceae; D_5__Hyphomicrobium"
"aa32fceca3dfb5f1e841cbc9d22afce9",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Cellvibrionales; D_4__Halieaceae"
"d4aeaa0c09e1d7f1309bdf2e9ee3cb62",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Oligoflexales; D_4__0319-6G20; D_5__uncultured gamma proteobacterium; D_6__uncultured gamma proteobacterium"
"bdc0239cd9f37e2ce0162c153819d91e",0,184,0,0,0,0,137,0,94,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,46,176,0,39,0,33,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Blfdi19"
"556cfae1493d36822ec61b245b049a8a",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes vadinHA17"
"a1139a2f4fd9595d5674218fca1d14e3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Stappiaceae"
"a0e6415a5eb84c1277dfce86c05726f7",0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Omnitrophicaeota; D_2__Omnitrophia; D_3__Omnitrophales; D_4__Omnitrophaceae; D_5__Candidatus Omnitrophus"
"9a719f0df100bd9d3bcbaf0c5b70b85b",0,4,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,"D_0__Bacteria; D_1__Latescibacteria; D_2__uncultured Pelobacter sp.; D_3__uncultured Pelobacter sp.; D_4__uncultured Pelobacter sp.; D_5__uncultured Pelobacter sp.; D_6__uncultured Pelobacter sp."
"2a81ff6dd5fcb834494e420c029fc4a5",4,0,0,0,0,0,0,3,0,4,0,0,0,0,2,0,1,0,0,0,3,4,0,0,0,0,0,0,3,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Lentimicrobiaceae"
"5f76e1cbdc4fbc6271428672b8daeb1f",0,0,0,0,137,0,0,111,0,0,0,0,0,0,58,0,73,0,0,0,19,0,111,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes vadinHA17"
"f8df386ebad6ad959d37e546fab7be85",0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Xanthomonadaceae"
"a285d15d5ca8527541a25c3c01a91011",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Dongiales; D_4__Dongiaceae; D_5__Dongia"
"563fe023458c3fc03b36c5356a1cbefc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Treponema 2; D_6__Treponema sp. OC1"
"f43395f7d7dc2c559c1aaae88ee52576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Ectothiorhodospirales; D_4__Thioalkalispiraceae; D_5__Thioalkalispira; D_6__metagenome"
"766cc7aad842cf2f62c6fde26e25c1d1",2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,0,"D_0__Bacteria; D_1__Patescibacteria; D_2__Microgenomatia; D_3__Candidatus Woesebacteria"
"8c37ba2ab0b7c504d733c05a02f59063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,"D_0__Bacteria; D_1__Patescibacteria; D_2__ABY1"
"ecb0c1c7c866bb56108d431555dd4aab",0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__PB19"
"5a318b97267cb5da188eeb342eb6b5e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Lentimicrobiaceae; D_5__Lentimicrobium; D_6__uncultured bacterium"
"dd9a3903ae99dc9cdbbb176ca02935c5",0,13,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,22,0,9,0,4,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Rhizobiaceae"
"6e22a5bafcadca0508d5b8c10a85647f",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Ferruginibacter"
"dc8d78db9276baa166a65711f67d1c5d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,"D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa"
"ce46d172773596ab248ccf4af8d76f96",2,0,0,0,0,4,0,0,0,0,0,2,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Opitutales; D_4__Opitutaceae; D_5__Opitutus"
"3f80108055260290030613d53c92c7d2",0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,3,5,4,4,0,0,0,0,0,0,"D_0__Bacteria; D_1__Acidobacteria; D_2__Acidobacteriia; D_3__Solibacterales; D_4__Solibacteraceae (Subgroup 3); D_5__Paludibaculum"
"56fff5765b5e80cde3438b1f097453cd",0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae"
"550acf59f9c71b3c0c050f682f85dafb",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Ignavibacteriales; D_4__Ignavibacteriaceae; D_5__Ignavibacterium; D_6__uncultured soil bacterium"
"a1ce8bf27e29162077c8436a3d9f24ab",0,0,0,0,39,0,9,21,9,0,0,0,3,0,42,0,0,10,2,0,18,0,25,0,0,5,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Rhodocyclaceae"
"7f93184b2c46288f2e5c3788bd42f244",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae; D_5__Oikopleura dioica; D_6__Oikopleura dioica"
"a12941bf77303b368b82f70891460496",13,15,4,0,0,0,4,0,17,2,0,0,0,0,0,0,0,10,0,0,0,0,0,7,6,5,0,4,2,13,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__uncultured"
"7c4eed27fd8c7b51db13be519e5c6730",0,0,0,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,2,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micavibrionales; D_4__uncultured"
"4b4890c0af72a90eebf7aaf609ad2dc8",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__FTLpost3; D_5__uncultured Bacteroidetes bacterium; D_6__uncultured Bacteroidetes bacterium"
"97196580b9c3726e30926e59ae544fac",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Microbacteriaceae; D_5__Candidatus Aquiluna"
"f4967c2081fe2e37ba18cb8e39fd14c5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Oligoflexales; D_4__Oligoflexaceae; D_5__uncultured; D_6__uncultured bacterium"
"8561d40a887fa72eb1a26a376008b9c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales"
"aa15ad52a9781fcb61ca0057eefac4b3",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales"
"bf3f2e8717f33de9fcbb64aece4a588d",0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Crocinitomicaceae; D_5__Crocinitomix"
"6e21bbeac4f3ee921f1113153030a0c0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes vadinHA17"
"d230868cd691f00e1adbd65ae6882c29",0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__UASB-TL25; D_5__uncultured bacterium; D_6__uncultured bacterium"
"f312574cdcfd0e850c0d44797e222ffa",0,0,0,0,13,0,0,10,0,1,0,0,2,0,8,0,8,0,0,0,3,0,10,0,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales; D_4__uncultured"
"bde7e336e5a2f13f20f3bee3d353c8f9",0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,8,0,10,0,28,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Xanthomonadaceae; D_5__Arenimonas; D_6__uncultured soil bacterium"
"c8ef60b17010e1f4b559e6575f993099",3,4,0,0,0,0,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__env.OPS 17"
"e62eb0653f15af4fc52745a11dc6085d",0,7,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"ce3f9415aa054469dfa4a592934c35b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Pirellula"
"8c27dde6541ef0c738936f83e5689dea",0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Spirosomaceae; D_5__Runella"
"b6fc0cf8015bbb3df549a9f20ba98854",4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidetes BD2-2"
"8298f955957fd92a031ed1cdc15c9e9c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Pedosphaerales; D_4__Pedosphaeraceae"
"ead8882aa4849f5e3a868a080dc048bd",2,2,13,5,18,0,0,17,0,9,0,34,0,0,19,0,19,0,0,10,12,0,25,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__1013-28-CG33; D_4__uncultured soil bacterium; D_5__uncultured soil bacterium; D_6__uncultured soil bacterium"
"b70727cf43fadf4863cf0d93654addbe",0,0,0,0,2,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae"
"47089eede2228691db261668879887be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"97044b77c14c9b3d764dd9e4b9ac0c9c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Midichloriaceae; D_5__Candidatus Jidaibacter; D_6__uncultured Acanthamoeba"
"6d77bef1dd0c8b1fd8822b4d33a39d8d",0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Flavobacterium"
"79accbe51fd6792bf47e69898b1dd474",5,14,3,3,0,0,9,0,6,3,0,2,0,0,2,0,0,17,0,0,0,0,2,0,6,16,0,0,4,5,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__PLTA13"
"e36cfc5ee1378858bf77426d27b3a24d",0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodovibrionales; D_4__Kiloniellaceae; D_5__Tistlia; D_6__uncultured bacterium"
"85eff5f1eac2ebae13bf5cd9b61c1847",0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Leptospirae; D_3__Leptospirales; D_4__Leptospiraceae; D_5__RBG-16-49-21"
"8a3fdc81435cb87e8135c7869a6ce719",1,3,4,0,8,0,0,9,0,0,0,5,0,0,7,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Lentimicrobiaceae; D_5__Lentimicrobium; D_6__uncultured soil bacterium"
"6784d3227d98d18152d6627f0140bbd5",0,0,0,0,2,0,0,5,0,3,0,3,7,0,12,0,4,0,0,1,0,0,5,4,0,0,0,6,0,2,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Propionibacteriales; D_4__Nocardioidaceae; D_5__Nocardioides"
"f5b855907bdd6b75f04a2618b5a8b290",0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Saprospiraceae; D_5__uncultured; D_6__uncultured soil bacterium"
"343e0bb5f57b3d294da295ac7df3d54e",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia"
"efea69426cbb030aa40c886c4c454dc2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,2,0,0,0,0,7,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__SJA-28"
"2b0af0b70f63b50b890acaca8c3e4cd4",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Caldilineales; D_4__Caldilineaceae; D_5__uncultured; D_6__metagenome"
"e87f9b8ddff1fae6f3f84d0db56284e1",2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Rhodopirellula"
"a76168a23523524117158900960812a3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__JGI 0000069-P22"
"cf0c79048e32aff9c54b93d285b6c2c0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__uncultured"
"52edc7b987a7d665b01a8ecc102520be",0,9,0,0,0,0,12,0,21,0,0,0,0,3,0,0,0,12,0,2,0,4,0,0,2,15,0,0,0,7,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Chitinophagales; D_4__Chitinophagaceae; D_5__Terrimonas"
"8944c5f129a3ac045da40677d9f61135",4,0,0,0,0,0,0,8,0,0,0,2,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfuromonadales; D_4__Desulfuromonadaceae; D_5__Desulfuromonas"
"a7166a5c88cd512a8ed7127736387a16",6,0,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,"D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__Verrucomicrobiaceae"
"3af5ada9ed5b09acd70fc427f0e70d7f",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Acidobacteria; D_2__Holophagae; D_3__Holophagales; D_4__Holophagaceae; D_5__uncultured; D_6__uncultured Acidobacteria bacterium"
"73f5399b322a0349188ef1a4a0d00652",0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,4,3,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Pirellula"
"1a346ee881015dacba0a199afddb7ca3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__Gemmatimonadales; D_4__Gemmatimonadaceae; D_5__uncultured; D_6__uncultured prokaryote"
"7b9943c8936fbd1ed53e7fd00b502f34",0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Kiritimatiellaeota; D_2__Kiritimatiellae; D_3__WCHB1-41"
